dataset,public_image_id,portion_id,storage_day,technical_replicate,label_name,label,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77
pork,pork_portion01_day0_rep2,pork_portion01,0,2,Fresh,0,0.20857961,0.41338214,0.40551057,0.056974202,0.052663233,0.054775875,0.49087757,0.50409657,0.4137072,0.005919486,0.090039566,0.052912388,0.40915683,0.93105423,0.9859617,0.05455865,0.0028973427,0.004345378,0.7134725,0.5253069,0.1221732,0.035054903,0.036258448,0.051911533,0.111750364,0.8298909,0.7134725,0.0023258005,0.06628135,0.035054903,0.59476215,0.049238026,0.2241142,0.034167886,0.0043940307,0.0036445956,0.93423104,0.6021734,0.0022250041,0.03639506,0.04451592,0.02175659,0.10518132,0.9977179,0.93423104,0.004005446,0.021916477,0.03639506,0.7093029,0.10314784,0.29415843,0.03693236,0.009764466,0.011075555,0.87182504,0.31183597,0.2071011,0.051685765,0.055788025,0.05700855,0.02454908,0.763706,0.87182504,0.0023492598,0.054289218,0.051685765,0.54295933,0.21780047,0.18159918,0.045313593,0.004037155,0.008407762,1.1800258,1.1198698,1.0833434,0.14467911,0.18139558,0.23126823
pork,pork_portion02_day0_rep2,pork_portion02,0,2,Fresh,0,0.17690422,0.3991676,0.40364072,0.065100186,0.060000516,0.06279985,0.5009987,0.57800347,0.40583393,0.007196467,0.11302453,0.062051147,0.3934507,0.9299634,0.97838306,0.062272266,0.0036542513,0.0056628683,0.8058607,0.5956852,0.0058122263,0.04838494,0.048938375,0.02107765,0.12084687,0.9930849,0.8058607,0.0035422342,0.024219343,0.04838494,0.6660566,0.05157173,0.27430332,0.044687025,0.0071986443,0.013268152,0.9370478,0.586035,0.0,0.025572691,0.024549108,0.0,0.10214066,1.0,0.9370478,0.002782514,0.0,0.025572691,0.7009272,0.11235991,0.29280287,0.02152737,0.0066335774,0.0069058775,0.8996639,0.31109998,0.1876668,0.035273924,0.03849193,0.041914813,0.026729148,0.7909279,0.8996639,0.0018290161,0.03965473,0.035273924,0.5545352,0.22727616,0.197632,0.030835344,0.0037009025,0.007437338,1.1582807,1.1104223,1.0626805,0.07248032,0.22178267,0.20903075
pork,pork_portion03_day0_rep2,pork_portion03,0,2,Fresh,0,0.19076608,0.40154943,0.3972998,0.06761606,0.06315741,0.06291484,0.49449754,0.5418933,0.40242162,0.00572154,0.12013102,0.0630344,0.39635783,0.93069285,0.98387915,0.0658057,0.0033345341,0.0038166458,0.74677634,0.5374619,0.060262065,0.051428664,0.052266203,0.060878623,0.11366791,0.9222322,0.74677634,0.0029987944,0.07494457,0.051428664,0.6118944,0.056556154,0.24649131,0.04904371,0.004558412,0.008864357,0.93430114,0.7526352,0.042768862,0.02704093,0.025532784,0.05155392,0.13070619,0.95349824,0.93430114,0.0019548417,0.05468437,0.02704093,0.800875,0.028185321,0.31161314,0.023175012,0.0031950253,0.007659902,0.8760326,0.26838496,0.13878533,0.0495521,0.049940027,0.0524794,0.027258098,0.8423919,0.8760326,0.0024358637,0.053896755,0.0495521,0.5276794,0.23410423,0.20919895,0.04022317,0.0043407436,0.0083879465,1.163749,1.1958661,1.0500526,0.2018896,0.20001554,0.3571094
pork,pork_portion04_day0_rep2,pork_portion04,0,2,Fresh,0,0.2210082,0.42170623,0.39575818,0.07074856,0.06543681,0.06545478,0.47695813,0.4896838,0.42170623,0.0052286666,0.10967035,0.06543681,0.41691053,0.9285595,0.9762054,0.06808865,0.004421907,0.13939835,0.7857651,0.63697106,0.18488573,0.045662314,0.048399374,0.06494931,0.123521455,0.76658344,0.7857651,0.0025179263,0.07294131,0.045662314,0.6883242,0.02474104,0.2379649,0.044456422,0.005856186,0.0074063055,0.9420047,0.6258284,0.0011125499,0.04041367,0.052846402,0.010129151,0.10849991,0.9988604,0.9420047,0.0052848863,0.010191168,0.04041367,0.72551894,0.09459295,0.29882428,0.042859454,0.013040722,0.012730812,0.8643945,0.30332786,0.18231006,0.04098638,0.038279355,0.044001393,0.02754935,0.7891036,0.8643945,0.0026494518,0.04241541,0.04098638,0.53547215,0.21834634,0.19080833,0.03359315,0.0048649176,0.0068118786,1.1981453,1.1178482,1.0655084,0.09983287,0.25113845,0.2511974
pork,pork_portion05_day0_rep2,pork_portion05,0,2,Fresh,0,0.19081521,0.375745,0.31672287,0.063655004,0.061354555,0.062534645,0.44424757,0.5054509,0.375745,0.01359424,0.106643245,0.061354555,0.36912727,0.9262416,0.052116286,0.06436449,0.004549265,0.18930973,0.7914586,0.5612522,0.01429699,0.046230022,0.043093298,0.042398285,0.11527484,0.9824374,0.7914586,0.0036507254,0.050488863,0.046230022,0.64023334,0.06316287,0.26518753,0.04021956,0.009242661,0.012555066,0.95757604,0.5855419,0.0,0.021979244,0.03047724,0.0,0.09991467,1.0,0.95757604,0.004121741,0.0,0.021979244,0.70742005,0.12104306,0.2960245,0.022787804,0.011059817,0.006740698,0.8750344,0.32738107,0.20516795,0.039259557,0.048633408,0.049638737,0.028350359,0.76540893,0.8750344,0.0028203218,0.04827274,0.039259557,0.55051994,0.21260257,0.18574202,0.036686204,0.008907369,0.010014119,0.92940986,0.9067954,0.7483581,0.093888715,0.19155236,0.2125159
pork,pork_portion06_day0_rep2,pork_portion06,0,2,Fresh,0,0.20642543,0.41014713,0.35062885,0.04770897,0.044324595,0.044697054,0.44905308,0.50138056,0.41014713,0.013325467,0.06763445,0.044324595,0.40271682,0.9207912,0.014520049,0.045664676,0.003154679,0.052401952,0.8054203,0.6388271,0.17968944,0.066435315,0.07088007,0.10339668,0.12024718,0.78324276,0.8054203,0.003177752,0.11069774,0.066435315,0.6945957,0.032638445,0.24087812,0.06500079,0.006174025,0.017089045,0.9352922,0.69902635,0.0016423317,0.031883415,0.043717794,0.008640583,0.12236971,0.99809486,0.9352922,0.0055333306,0.009352872,0.031883415,0.76767206,0.054924935,0.3084608,0.034072123,0.015046423,0.0099689495,0.88548076,0.3472044,0.231503,0.04504793,0.047597438,0.049574472,0.027421946,0.7386437,0.88548076,0.0015674916,0.043371297,0.04504793,0.5635592,0.20891406,0.17809981,0.040227104,0.0045345426,0.0079372395,0.96189743,0.98453945,0.7479289,0.10200129,0.22843987,0.2869995
pork,pork_portion07_day0_rep2,pork_portion07,0,2,Fresh,0,0.20661527,0.42281067,0.40362373,0.04833279,0.043981913,0.04398244,0.4827811,0.515969,0.42281067,0.0023742293,0.06829912,0.043981913,0.41706964,0.92554426,0.9918725,0.04542,0.0032858741,0.0020453925,0.69110465,0.47840905,0.02525776,0.045233376,0.044903435,0.037459403,0.11134138,0.96495706,0.69110465,0.002693381,0.04979068,0.045233376,0.5571347,0.06247314,0.2360927,0.042893007,0.004262442,0.009444178,0.93452406,0.64922327,0.0031602918,0.03796386,0.046338268,0.023045504,0.11357359,0.996731,0.93452406,0.003971892,0.023474937,0.03796386,0.7370701,0.07964046,0.30074042,0.03882908,0.009463765,0.011640358,0.87194365,0.32176027,0.20014723,0.04850849,0.050775405,0.05459892,0.028112747,0.77138776,0.87194365,0.0018079476,0.052262645,0.04850849,0.5465908,0.21369407,0.18648921,0.04255141,0.0035512445,0.008252721,1.1557306,1.1382518,1.082658,0.1919656,0.15949747,0.25943413
pork,pork_portion08_day0_rep2,pork_portion08,0,2,Fresh,0,0.106231615,0.32355556,0.3114328,0.06102454,0.06761028,0.079750724,0.4874834,0.6954005,0.32674277,0.014302002,0.1341968,0.0713662,0.3137162,0.92896473,0.8189294,0.070866354,0.0045756097,0.3690637,0.721591,0.57510203,0.12517534,0.041111507,0.042276755,0.06083583,0.123727985,0.8284601,0.721591,0.002414439,0.074970275,0.041111507,0.62970686,0.026897628,0.23438686,0.039769944,0.0038692313,0.007250524,0.92475885,0.6333091,0.0,0.03810759,0.044574242,0.0,0.112068094,1.0,0.92475885,0.0040085507,0.0,0.03810759,0.7246111,0.08349749,0.29754412,0.037786078,0.00881333,0.01164758,0.8386198,0.24954736,0.13380463,0.035003014,0.04018397,0.04439202,0.025436625,0.8404606,0.8386198,0.0043604854,0.047756687,0.035003014,0.50354475,0.2285866,0.20061886,0.030120889,0.0061970595,0.008122546,1.1203862,1.0749382,0.9533479,0.12727608,0.24028233,0.2816304
pork,pork_portion09_day0_rep2,pork_portion09,0,2,Fresh,0,0.15313098,0.29823035,0.21305892,0.041698053,0.047019783,0.050959613,0.3973156,0.49354002,0.29823035,0.024143802,0.07911658,0.047019783,0.29027715,0.93299496,0.034611568,0.05029275,0.005802133,0.019440128,0.74114615,0.56054354,0.05413486,0.035759505,0.04235453,0.05604221,0.120954126,0.92786133,0.74114615,0.0034041875,0.072861925,0.035759505,0.62524503,0.041975603,0.25112864,0.037242744,0.010233761,0.0076764016,0.9099567,0.68641925,0.00038028977,0.028953135,0.034153167,0.0039529665,0.12357816,0.9995507,0.9099567,0.0028929643,0.00431255,0.028953135,0.7525799,0.05037827,0.30314746,0.029059306,0.006797714,0.008950186,0.8799349,0.31652352,0.20711157,0.038680945,0.04292754,0.043394502,0.025199022,0.7644633,0.8799349,0.001993544,0.039568063,0.038680945,0.54816306,0.21869965,0.18426757,0.0347068,0.0043507474,0.0066241412,0.97621644,1.0319145,0.7740283,0.13780689,0.2040672,0.29025984
pork,pork_portion10_day0_rep2,pork_portion10,0,2,Fresh,0,0.17691019,0.36101618,0.29357684,0.030889073,0.028776525,0.03177297,0.43631592,0.5116301,0.36101618,0.012141878,0.05095628,0.028776525,0.35374916,0.92449296,0.018847069,0.030543016,0.0024279351,0.006704635,0.71955746,0.53274226,0.03228602,0.04280403,0.04312241,0.04982585,0.1193692,0.9571554,0.71955746,0.0026238903,0.06338672,0.04280403,0.6006921,0.04653256,0.24733804,0.040744547,0.0040267985,0.008288299,0.8868024,0.62381667,0.0,0.03986731,0.041439965,0.0,0.115184605,1.0,0.8868024,0.003264984,0.0,0.03986731,0.7073839,0.072167106,0.29073137,0.03685914,0.006573898,0.011741924,0.8969336,0.30285653,0.20597978,0.025051547,0.025672676,0.02688956,0.02071313,0.7689714,0.8969336,0.0017675207,0.02419978,0.025051547,0.55039245,0.23027043,0.18689172,0.021244397,0.0021728273,0.004666715,0.9402145,0.96199685,0.7408458,0.117996804,0.19985849,0.24581628
pork,pork_portion01_day0_rep3,pork_portion01,0,3,Fresh,0,0.20296085,0.41268292,0.40162203,0.056409188,0.05183076,0.054051965,0.4893424,0.5167739,0.41278303,0.005991989,0.08859801,0.05186131,0.40775204,0.9291298,0.9872298,0.053668212,0.0024014446,0.0046780836,0.71718776,0.52462536,0.11175962,0.033320468,0.034720343,0.05122941,0.111944586,0.84509176,0.71718776,0.0023841336,0.066154234,0.033320468,0.59530616,0.050986458,0.22759718,0.03253791,0.005021997,0.0043893177,0.9348184,0.60041595,0.0019266484,0.035663925,0.044379294,0.021080544,0.10484865,0.99803245,0.9348184,0.004159786,0.021214904,0.035663925,0.708455,0.104269534,0.29404977,0.036469113,0.010285122,0.010916235,0.87059414,0.30778107,0.20471495,0.05260244,0.056916654,0.057146218,0.023866117,0.76618874,0.87059414,0.0025670794,0.05474009,0.05260244,0.54082525,0.21884683,0.18193999,0.045883574,0.0042544636,0.008297391,1.1761607,1.1186221,1.0819898,0.14162521,0.18229057,0.2319403
pork,pork_portion02_day0_rep3,pork_portion02,0,3,Fresh,0,0.16648677,0.39754468,0.398297,0.06704582,0.058793012,0.06099063,0.4980146,0.60029507,0.40124756,0.00576555,0.12357731,0.059923984,0.39089605,0.92717445,0.97952276,0.06127504,0.0027981559,0.004832484,0.8091633,0.59314054,0.0031855914,0.048029352,0.04814461,0.01540057,0.119950205,0.99629676,0.8091633,0.00397451,0.017296188,0.048029352,0.6654238,0.054315504,0.27469727,0.043860003,0.008275283,0.013288525,0.93855995,0.588578,0.0,0.023762198,0.021493468,0.0,0.10235241,1.0,0.93855995,0.0023280287,0.0,0.023762198,0.7029404,0.111679055,0.29338053,0.019401062,0.005506305,0.006300439,0.9037803,0.3098656,0.18593422,0.033071935,0.036403935,0.03972117,0.02660652,0.79367685,0.9037803,0.0018511196,0.03773534,0.033071935,0.5558487,0.22902566,0.19929662,0.028774597,0.0041388357,0.007097741,1.155001,1.1104934,1.0598934,0.07104319,0.2195805,0.21037579
pork,pork_portion03_day0_rep3,pork_portion03,0,3,Fresh,0,0.18453681,0.39768842,0.39418244,0.07534223,0.06938107,0.06863624,0.49494863,0.5586312,0.39876336,0.0049019996,0.13974759,0.06892989,0.3920558,0.9305049,0.98337644,0.07246528,0.0029874411,0.0033230782,0.75295675,0.5451424,0.055227727,0.05278653,0.051792886,0.061951026,0.115026906,0.9297613,0.75295675,0.0027151748,0.07531415,0.05278653,0.6186091,0.055205725,0.2496659,0.04891867,0.004095021,0.00861008,0.9338291,0.749796,0.033529706,0.027144244,0.026251316,0.048842724,0.1305601,0.96338314,0.9338291,0.0020649675,0.052023508,0.027144244,0.798902,0.029324025,0.3121733,0.02365302,0.0031360055,0.007978198,0.8906378,0.2705429,0.13611811,0.043915,0.045142584,0.051068977,0.027727362,0.8477144,0.8906378,0.0022507715,0.052079026,0.043915,0.53515095,0.23809628,0.21391736,0.036043204,0.003469111,0.0074069705,1.1643909,1.1950583,1.0449752,0.19256835,0.2041866,0.35043502
pork,pork_portion04_day0_rep3,pork_portion04,0,3,Fresh,0,0.21759117,0.42629376,0.3989234,0.07183693,0.06671616,0.06604032,0.47602174,0.5042931,0.42629376,0.0053367796,0.11354073,0.06671616,0.4206132,0.9260378,0.96883434,0.069211036,0.0034530007,0.16383666,0.7799377,0.6307407,0.18017697,0.04730572,0.04992637,0.06277022,0.123316325,0.77091545,0.7799377,0.0025657692,0.07110647,0.04730572,0.6826308,0.025182666,0.23744829,0.045980286,0.0058944053,0.0069970973,0.943796,0.62860113,0.0026797382,0.040940218,0.052405246,0.018776149,0.10873325,0.9972743,0.943796,0.0050377706,0.018843178,0.040940218,0.7277266,0.09393454,0.29924238,0.042792454,0.0128255,0.012515161,0.8581712,0.2980436,0.1673713,0.042562503,0.039222073,0.044120945,0.029373167,0.80507326,0.8581712,0.002214365,0.04349185,0.042562503,0.53038466,0.21801834,0.19574532,0.034616377,0.004521894,0.0063033905,1.1895876,1.1113361,1.0540437,0.10285408,0.24920596,0.25505346
pork,pork_portion05_day0_rep3,pork_portion05,0,3,Fresh,0,0.18799123,0.37550595,0.31462115,0.059624057,0.05948935,0.060488567,0.44349882,0.51106787,0.37550595,0.010349359,0.09743106,0.05948935,0.36842832,0.92498434,0.030916322,0.06222167,0.0036643182,0.12512334,0.79172397,0.55829525,0.0037532998,0.04374797,0.041216683,0.019137278,0.1152081,0.9953747,0.79172397,0.0035099173,0.02250631,0.04374797,0.6384061,0.06467727,0.26674366,0.0384464,0.007983329,0.011791796,0.9571269,0.59310985,0.0,0.021005996,0.027963266,0.0,0.10136194,1.0,0.9571269,0.0039412878,0.0,0.021005996,0.71156675,0.11708987,0.29690287,0.020728515,0.010854286,0.0061540557,0.8843344,0.33475867,0.20616771,0.036642637,0.04375948,0.04573195,0.029643644,0.76639926,0.8843344,0.0020692053,0.0439689,0.036642637,0.5575014,0.21284835,0.18849698,0.033658177,0.007894821,0.009300237,0.9320037,0.91716206,0.7534706,0.094916485,0.18607199,0.2113236
pork,pork_portion06_day0_rep3,pork_portion06,0,3,Fresh,0,0.20300677,0.40760985,0.34862867,0.047062702,0.043811206,0.04412004,0.44976586,0.5066926,0.40760985,0.010275945,0.06731409,0.043811206,0.40004867,0.92044324,0.012451405,0.045189403,0.003388314,0.032629743,0.7968842,0.6280602,0.16578977,0.06532871,0.06907767,0.09319488,0.1200244,0.7976094,0.7968842,0.0028819921,0.100663714,0.06532871,0.68512887,0.0347027,0.2425173,0.06365099,0.026373686,0.013730734,0.93543977,0.6898759,0.0014267617,0.03164563,0.046598792,0.008477894,0.120761015,0.99836093,0.93543977,0.0058574267,0.009124098,0.03164563,0.76209956,0.059626527,0.3071469,0.0359144,0.015862605,0.010458985,0.88694483,0.3446098,0.22339652,0.044704214,0.04692505,0.049858138,0.028626556,0.748291,0.88694483,0.0021505663,0.044560965,0.044704214,0.5628802,0.2102675,0.18211307,0.039651725,0.0042941277,0.007827666,0.95850784,0.9792506,0.74809676,0.10355033,0.22229801,0.2793108
