dataset,public_image_id,portion_id,storage_day,technical_replicate,label_name,label,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77
beef,beef_portion04_day0_rep2,beef_portion04,0,2,Fresh,0,0.5392371,0.30576152,0.21983586,0.02855595,0.032141767,0.031868704,0.042754292,0.59221274,0.5392371,0.00461425,0.040288705,0.02855595,0.40119228,0.094428234,0.09536005,0.03070416,0.005746924,0.006279404,0.7356267,0.5173194,0.0046877726,0.030977523,0.040968884,0.005794683,0.114852,0.99253553,0.7356267,0.005178474,0.008506782,0.030977523,0.59573466,0.06149409,0.25230655,0.034953546,0.0100802835,0.010531059,0.14766446,0.23542193,0.20112386,0.03371701,0.03210896,0.026802285,0.43216404,0.3775542,0.23542193,0.030010302,0.061101913,0.03210896,0.23213185,0.9614515,0.122505784,0.035725668,0.0035555433,0.31145546,0.44657934,0.36790243,0.03605974,0.039198406,0.040228654,0.048224658,0.13262765,0.9240428,0.44657934,0.0022283606,0.08067139,0.039198406,0.40765887,0.009484205,0.17673232,0.04023743,0.0034691137,0.0060556843,0.25211823,0.883769,0.1178081,0.97927445,0.2092582,0.9695318
beef,beef_portion04_day0_rep3,beef_portion04,0,3,Fresh,0,0.5385034,0.30717006,0.22957197,0.028219542,0.03154914,0.031446386,0.03932506,0.5737979,0.5385034,0.003919287,0.03823191,0.028219542,0.40211427,0.093853936,0.090032205,0.03027866,0.0048618503,0.0057164235,0.7323584,0.5080611,0.004539169,0.028235001,0.03450077,0.005796633,0.11332404,0.9928138,0.7323584,0.004408758,0.00849207,0.028235001,0.5888491,0.06483722,0.2505078,0.029967675,0.008519919,0.009046598,0.14479686,0.23258217,0.20532615,0.030715939,0.026876101,0.024544913,0.44487867,0.38137177,0.23258217,0.023663497,0.06547,0.026876101,0.22947536,0.96247977,0.17807338,0.030607974,0.0031659913,0.3741441,0.4475873,0.3672667,0.05053481,0.03690697,0.038855378,0.04619913,0.13078804,0.8912578,0.4475873,0.0028761583,0.082510084,0.03690697,0.4078283,0.010606192,0.17266633,0.038862564,0.004304268,0.0052869306,0.24791993,0.88998103,0.11743609,0.96961766,0.20437427,0.9684536
beef,beef_portion05_day0_rep1,beef_portion05,0,1,Fresh,0,0.5707807,0.33291006,0.2332778,0.023224538,0.024699837,0.028669598,0.04748234,0.5903958,0.5707807,0.002709297,0.036464076,0.023224538,0.42938817,0.093986034,0.10225,0.02364745,0.0039319014,0.0063124467,0.73746145,0.47893155,0.0042601,0.015378105,0.020041002,0.0053772996,0.105901204,0.99314487,0.73746145,0.003056044,0.007965802,0.015378105,0.572548,0.08247607,0.2470368,0.016910797,0.005623028,0.0048701623,0.16321456,0.22812326,0.20079991,0.029605199,0.02924163,0.031851318,0.42765847,0.2866473,0.22812326,0.02433226,0.044776574,0.02924163,0.22827658,0.97076637,0.035407297,0.033223476,0.0036039806,0.1590709,0.49192363,0.41574818,0.11663268,0.02623786,0.025468146,0.043522276,0.13100238,0.76439464,0.49192363,0.003210809,0.078671694,0.02623786,0.4565909,0.0066469847,0.16773719,0.026277566,0.0019969528,0.009340959,0.20393732,0.9020297,0.11250187,0.97589415,0.15963873,0.9995823
beef,beef_portion05_day0_rep2,beef_portion05,0,2,Fresh,0,0.5829538,0.3426771,0.24107715,0.023515092,0.024679495,0.027715174,0.047934752,0.5854766,0.5829538,0.0026943563,0.03344732,0.023515092,0.43979546,0.094302915,0.10327269,0.023980655,0.0038228314,0.005782781,0.7361739,0.4771409,0.004271978,0.018321637,0.022407373,0.005273457,0.105748855,0.9931379,0.7361739,0.0032093793,0.007826515,0.018321637,0.5709808,0.08284417,0.2465917,0.019405605,0.005461493,0.005722463,0.16542357,0.23147541,0.19588043,0.03110243,0.029527714,0.03156403,0.40694967,0.28772494,0.23147541,0.01629222,0.05394036,0.029527714,0.23147383,0.9690601,0.013475862,0.033723377,0.0043624192,0.0037388008,0.49211836,0.4137947,0.09815173,0.026368035,0.025740929,0.045184713,0.13179772,0.80184335,0.49211836,0.0028005703,0.08406136,0.026368035,0.4550916,0.0072982428,0.17401625,0.026445631,0.002474535,0.010124319,0.19463101,0.9036933,0.11317436,0.9772342,0.15621999,1.000382
beef,beef_portion05_day0_rep3,beef_portion05,0,3,Fresh,0,0.5816295,0.34159747,0.24553812,0.0231136,0.025045717,0.02591028,0.045949724,0.57676727,0.5816295,0.0028255251,0.030358331,0.0231136,0.43861577,0.09458621,0.100204624,0.023848508,0.0045101494,0.0048658876,0.73582804,0.47641054,0.0043816944,0.018308,0.023106547,0.0053979047,0.10546331,0.99298453,0.73582804,0.0031356518,0.007959297,0.018308,0.5704828,0.08305236,0.24647112,0.01981296,0.005634687,0.0058224406,0.16333495,0.22954355,0.19835299,0.029385943,0.028360374,0.02869219,0.4191912,0.29062933,0.22954355,0.0063442546,0.04372817,0.028360374,0.22940446,0.96936065,0.010904488,0.032296672,0.0027864664,0.0019538114,0.49173084,0.41011932,0.095331974,0.025683047,0.02539411,0.04253471,0.13041379,0.8072408,0.49173084,0.0033404685,0.078531094,0.025683047,0.45217165,0.009040528,0.17429003,0.025782792,0.0034238163,0.009121756,0.19727094,0.9038663,0.113975756,0.9784521,0.15711583,0.9992671
beef,beef_portion06_day0_rep1,beef_portion06,0,1,Fresh,0,0.60053855,0.38188392,0.29363593,0.028181141,0.027272806,0.025474738,0.04606691,0.50989544,0.60053855,0.0042268136,0.026321596,0.028181141,0.4719797,0.08385386,0.089052044,0.027227687,0.004163092,0.0056069456,0.73226005,0.48051265,0.0043775975,0.020780854,0.03800858,0.0053659123,0.10698536,0.9929493,0.73226005,0.006160116,0.007925042,0.020780854,0.57192683,0.07946538,0.246553,0.02936606,0.013202927,0.008223046,0.15193725,0.23984137,0.19431858,0.022422785,0.024222432,0.025981676,0.41162866,0.3673732,0.23984137,0.016550718,0.039940845,0.024222432,0.23655455,0.9593859,0.016981885,0.02712257,0.003343792,0.018987043,0.4973324,0.4073089,0.010134857,0.01846497,0.018659327,0.021237403,0.13371092,0.9790704,0.4973324,0.0023388348,0.041302294,0.01846497,0.45074126,0.01156597,0.19838147,0.01870324,0.0029112496,0.007002454,0.18658842,0.90949184,0.13277626,0.96924585,0.14702642,0.9885061
beef,beef_portion06_day0_rep2,beef_portion06,0,2,Fresh,0,0.6032428,0.38094625,0.29093486,0.027477354,0.026622213,0.024932906,0.0462906,0.5165579,0.6032428,0.0037956992,0.0254119,0.027477354,0.4722054,0.08525548,0.09077896,0.026555276,0.004111607,0.00507532,0.73413926,0.48019445,0.00448613,0.021836055,0.039675333,0.005449499,0.10655368,0.99275964,0.73413926,0.006414197,0.00796947,0.021836055,0.5723639,0.08040226,0.24677548,0.030735055,0.013652595,0.008728393,0.15562925,0.23640932,0.18702601,0.022966996,0.024180193,0.024916433,0.39530736,0.34239718,0.23640932,0.019049361,0.042301517,0.024180193,0.23368889,0.9614366,0.01977476,0.02719023,0.0033515343,0.004085092,0.4995547,0.4076291,0.008667825,0.019298894,0.019964522,0.019415038,0.13327947,0.98205805,0.4995547,0.0023191744,0.037378963,0.019298894,0.45128953,0.012359893,0.19904087,0.020026833,0.0028034896,0.007323967,0.18544593,0.9108376,0.13218124,0.9707995,0.1468583,0.9900671
beef,beef_portion06_day0_rep3,beef_portion06,0,3,Fresh,0,0.5988288,0.38010374,0.29105246,0.030343926,0.029500518,0.02879367,0.046579644,0.5131881,0.5988288,0.004020569,0.029194271,0.030343926,0.4701987,0.08392912,0.08979064,0.029315209,0.004976983,0.004482689,0.7332139,0.47911897,0.0049379813,0.022089805,0.037302088,0.0065923794,0.10647123,0.99215126,0.7332139,0.0058454555,0.009272849,0.022089805,0.57133347,0.08060346,0.24640113,0.029422794,0.012323843,0.008237278,0.15020546,0.23795865,0.19058684,0.026381789,0.027238859,0.029310001,0.40819836,0.37111664,0.23795865,0.01677898,0.044907082,0.027238859,0.23425117,0.95891374,0.017966688,0.030796507,0.0032934763,0.0050271833,0.4986221,0.40797794,0.0093013635,0.017493976,0.017834041,0.016010405,0.13365212,0.9808719,0.4986221,0.0018263477,0.029754056,0.017493976,0.45134082,0.011739986,0.19905566,0.017766489,0.002897501,0.0044821273,0.18645683,0.90908086,0.13230923,0.96810937,0.14622588,0.9884631
beef,beef_portion07_day0_rep1,beef_portion07,0,1,Fresh,0,0.5549536,0.3417854,0.23912999,0.025035312,0.024623541,0.025617836,0.052332778,0.5677312,0.5549536,0.0032369287,0.037690282,0.025035312,0.42934874,0.08271485,0.09827632,0.023746321,0.0072719436,0.006835019,0.709742,0.501127,0.0045688357,0.021407863,0.04301845,0.005641789,0.11531411,0.99249,0.709742,0.008024017,0.008554904,0.021407863,0.5777356,0.058487028,0.24618453,0.032430753,0.017221313,0.009136502,0.16176678,0.25935125,0.23688643,0.02819297,0.02382926,0.02411089,0.45961893,0.3787784,0.25935125,0.010786393,0.059017934,0.02382926,0.25848138,0.96050555,0.20000547,0.027171018,0.0036913252,0.39787424,0.48022702,0.39322764,0.06148134,0.026143366,0.029885449,0.05002143,0.13050237,0.87360054,0.48022702,0.002591578,0.09810934,0.026143366,0.43631163,0.01210867,0.17919938,0.028945921,0.005672834,0.009237056,0.21090871,0.9000339,0.107620895,0.95796305,0.16321367,0.9651493
beef,beef_portion07_day0_rep2,beef_portion07,0,2,Fresh,0,0.5601028,0.34253594,0.24122831,0.018878309,0.022549776,0.023845617,0.05114828,0.5682659,0.5601028,0.00232437,0.029687973,0.018878309,0.43170312,0.08468888,0.098389305,0.021117296,0.0047287126,0.0039915964,0.7107087,0.50200415,0.0036293408,0.01619211,0.03573366,0.004738984,0.11542377,0.9939655,0.7107087,0.0071656764,0.007332021,0.01619211,0.57853705,0.0584364,0.2466447,0.026013236,0.015761418,0.0071002594,0.15912643,0.25447327,0.22585084,0.024886973,0.021770349,0.020717356,0.44714049,0.37642023,0.25447327,0.012935559,0.050495967,0.021770349,0.25295874,0.9597713,0.067559585,0.024715714,0.0023490528,0.23968215,0.47912338,0.3884812,0.050803233,0.023458576,0.026535187,0.046817742,0.12975371,0.8949816,0.47912338,0.0027543365,0.092672065,0.023458576,0.43257183,0.013941697,0.18124716,0.025711829,0.005392423,0.008811659,0.21030706,0.89368296,0.10895569,0.9749242,0.16601947,0.96942216
beef,beef_portion07_day0_rep3,beef_portion07,0,3,Fresh,0,0.5597755,0.34451246,0.23686503,0.020536864,0.025036823,0.023956845,0.053536534,0.5760969,0.5597755,0.0036512795,0.028771242,0.020536864,0.43245623,0.08320024,0.10143522,0.023126168,0.005381113,0.003353759,0.7110582,0.49886236,0.0040657865,0.01730833,0.03476877,0.0050984877,0.11454926,0.9933062,0.7110582,0.006825607,0.007850586,0.01730833,0.5766556,0.060274675,0.24609417,0.02582326,0.01468832,0.007182436,0.16487537,0.26186907,0.23313598,0.029324615,0.025016224,0.024907535,0.44799033,0.37311125,0.26186907,0.011158522,0.061247237,0.025016224,0.26094374,0.9593119,0.03453059,0.028421367,0.0035527889,0.16816285,0.48064545,0.3873722,0.044865016,0.024661606,0.02762776,0.0454391,0.12916507,0.9078249,0.48064545,0.0027918452,0.0889421,0.024661606,0.43203622,0.015123951,0.18300223,0.026836108,0.0050349333,0.008445463,0.20553651,0.8952455,0.10624376,0.9760641,0.16411567,0.9709827
beef,beef_portion08_day0_rep1,beef_portion08,0,1,Fresh,0,0.56950605,0.34017432,0.2219381,0.027558416,0.02877885,0.028043903,0.055022743,0.609846,0.56950605,0.0017807911,0.031794667,0.027558416,0.43315592,0.08889912,0.110358045,0.02817769,0.0036889575,0.0030406509,0.7567063,0.52862674,0.006693394,0.024167603,0.033221196,0.019567508,0.11407818,0.99019486,0.7567063,0.004099624,0.024680998,0.024167603,0.6092984,0.06494129,0.2567362,0.027819607,0.00871492,0.008420935,0.19913854,0.29020986,0.24383482,0.03902574,0.03714405,0.037448425,0.4137049,0.3169045,0.29020986,0.008274022,0.04796085,0.03714405,0.29210204,0.95884776,0.016117614,0.040526364,0.0038001726,0.0032103204,0.5175727,0.42965886,0.010328204,0.021596884,0.02289577,0.017078757,0.13567525,0.97997814,0.5175727,0.0023451434,0.030934563,0.021596884,0.47245088,0.015466331,0.20555677,0.02244246,0.08042225,0.0055101397,0.2302753,0.88633406,0.1264882,0.97856,0.15425417,0.9789696
beef,beef_portion08_day0_rep2,beef_portion08,0,2,Fresh,0,0.5705308,0.33753157,0.22057767,0.02564565,0.028117776,0.028572813,0.05379291,0.6129705,0.5705308,0.0026273017,0.034411635,0.02564565,0.43207783,0.09069413,0.11055734,0.026941441,0.0043634335,0.004191648,0.762888,0.5314213,0.007107049,0.026179973,0.034694508,0.019200493,0.11362018,0.9896838,0.762888,0.0040559815,0.023947116,0.026179973,0.612969,0.06612121,0.25801557,0.029420033,0.00851712,0.0088155735,0.19696835,0.2872744,0.24436846,0.030189496,0.030154446,0.029336683,0.42013675,0.31593525,0.2872744,0.008667914,0.036666058,0.030154446,0.2893367,0.9597799,0.014131387,0.033152908,0.002969384,0.0032263373,0.5162147,0.4262927,0.009948787,0.020703105,0.021272698,0.01655742,0.13490856,0.9805961,0.5162147,0.0022539955,0.030360369,0.020703105,0.46948606,0.011008313,0.20478837,0.020876585,0.0319427,0.0053401575,0.23466863,0.8859927,0.12895228,0.98124576,0.1626589,0.98436344
beef,beef_portion08_day0_rep3,beef_portion08,0,3,Fresh,0,0.57164335,0.3376874,0.22023623,0.02771197,0.029771391,0.029413812,0.053980496,0.61442333,0.57164335,0.0023319446,0.034572054,0.02771197,0.43258724,0.091092944,0.11107206,0.028790826,0.0042080577,0.0038779052,0.76243985,0.5306436,0.007937489,0.026022837,0.034874193,0.019761486,0.11350204,0.9886173,0.76243985,0.0039701145,0.024739133,0.026022837,0.6123223,0.066369146,0.25769627,0.029555224,0.008163427,0.008749641,0.1984713,0.2901275,0.24235146,0.031086294,0.031135507,0.031048303,0.41163272,0.3175896,0.2901275,0.007962685,0.037511073,0.031135507,0.29196185,0.9583662,0.016710963,0.03428066,0.0026781545,0.0030346527,0.51584697,0.42690405,0.00689133,0.020776838,0.021106414,0.008835487,0.13547045,0.98614645,0.51584697,0.0022309632,0.01671613,0.020776838,0.46993348,0.010087581,0.20550928,0.02086929,0.02615966,0.005956176,0.2332694,0.8836529,0.12990381,0.9779384,0.16175804,0.9831333
beef,beef_portion09_day0_rep1,beef_portion09,0,1,Fresh,0,0.5825212,0.3465233,0.24490206,0.03076437,0.03866142,0.041498076,0.048399057,0.5800763,0.5825212,0.0034479676,0.05434584,0.03076437,0.4422702,0.09240853,0.10225942,0.03532027,0.007890109,0.008178146,0.74553925,0.50661916,0.005064629,0.039543495,0.0604185,0.006350167,0.11057565,0.9921632,0.74553925,0.008127197,0.009038746,0.039543495,0.59217554,0.07158022,0.25219056,0.049610343,0.015914576,0.01465854,0.17525811,0.25313032,0.20818205,0.023330633,0.022126142,0.021733824,0.40123996,0.3076677,0.25313032,0.011713015,0.04622505,0.022126142,0.25351748,0.963628,0.017203083,0.024731614,0.0036995434,0.0025255776,0.5081699,0.40299067,0.023422109,0.019598939,0.019979136,0.02507257,0.12857299,0.95331544,0.5081699,0.0023359675,0.04715917,0.019598939,0.45136696,0.019143136,0.19616164,0.019508624,0.0035110381,0.005851101,0.21303704,0.89548063,0.119449556,0.9826788,0.16036192,0.9814388
